requete	11pt_avg	P_1	P_10	P_100	P_1000	P_15	P_2	P_20	P_200	P_30	P_5	P_50	P_500	Rndcg	Rprec	bpref	iprec_at_recall_0.00	iprec_at_recall_0.10	iprec_at_recall_0.20	iprec_at_recall_0.30	iprec_at_recall_0.40	iprec_at_recall_0.50	iprec_at_recall_0.60	iprec_at_recall_0.70	iprec_at_recall_0.80	iprec_at_recall_0.90	iprec_at_recall_1.00	map	ndcg	ndcg_cut_10	ndcg_cut_100	ndcg_cut_1000	ndcg_cut_15	ndcg_cut_20	ndcg_cut_200	ndcg_cut_30	ndcg_cut_5	ndcg_cut_500	ndcg_rel	num_rel	num_rel_ret	num_ret	recall_1	recall_10	recall_100	recall_1000	recall_15	recall_2	recall_20	recall_200	recall_30	recall_5	recall_50	recall_500	recip_rank	relative_P_1	relative_P_10	relative_P_100	relative_P_1000	relative_P_15	relative_P_2	relative_P_20	relative_P_200	relative_P_30	relative_P_5	relative_P_50	relative_P_500	set_F	set_P	set_map	set_recall	set_relative_P	success_1	success_10	success_5	
518	0.0641	0.0	0.2000	0.0900	0.0420	0.2000	0.0	0.2000	0.1000	0.1333	0.0000	0.0	0.0600	0.1878	0.1071	0.1207	0.2353	0.1525	0.1111	0.1040	0.0520	0.0504	0.0000	0.0000	0.0000	0.0000	0.0000	0.0517	0.3131	0.1012	0.1321	0.3131	0.1221	0.1358	0.2071	0.1043	0.0000	0.2605	0.2632	84	42	0.0	0.0	0.0238	0.1071	0.5000	0.0357	0.0	0.0476	0.2381	0.0476	0.0000	0.0	0.3571	0.1250	0.0	0.2000	0.1071	0.5000	0.2000	0.0	0.2000	0.2381	0.1333	0.0000	0.0	0.3571	0.0775	0.0420	0.0210	0.5000	0.5000	0.0000	1.0000	0.0000	
519	0.0550	0.0	0.1000	0.0800	0.0710	0.0667	0.0	0.1500	0.1200	0.1667	0.0000	0.0	0.1000	0.1446	0.1074	0.1217	0.1875	0.1239	0.1020	0.1020	0.0890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0495	0.3232	0.0353	0.0957	0.3232	0.0304	0.0928	0.1490	0.1259	0.0000	0.2457	0.2634	149	71	0.0	0.0	0.0067	0.0537	0.4765	0.0067	0.0	0.0201	0.1611	0.0336	0.0000	0.0	0.3356	0.1000	0.0	0.1000	0.0800	0.4765	0.0667	0.0	0.1500	0.1611	0.1667	0.0000	0.0	0.3356	0.1236	0.0710	0.0338	0.4765	0.4765	0.0000	1.0000	0.0000	
520	0.0497	0.0	0.1000	0.0400	0.0130	0.0667	0.0	0.1000	0.0250	0.0667	0.2000	0.0	0.0200	0.1248	0.1111	0.0556	0.2500	0.1176	0.0597	0.0306	0.0306	0.0306	0.0138	0.0136	0.0000	0.0000	0.0000	0.0387	0.2859	0.0777	0.1343	0.2859	0.0628	0.0884	0.1528	0.0884	0.1091	0.2318	0.2145	18	13	0.0	0.0	0.0556	0.2222	0.7222	0.0556	0.0	0.1111	0.2778	0.1111	0.0556	0.0	0.5556	0.2500	0.0	0.1000	0.2222	0.7222	0.0667	0.0	0.1111	0.2778	0.1111	0.2000	0.0	0.5556	0.0255	0.0130	0.0094	0.7222	0.7222	0.0000	1.0000	1.0000	
521	0.0921	0.0	0.3000	0.0300	0.0080	0.2000	0.0	0.1500	0.0200	0.1000	0.4000	0.0	0.0120	0.2637	0.0526	0.0505	1.0000	0.0132	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0333	0.2175	0.4298	0.1832	0.2175	0.3625	0.3180	0.1911	0.2605	0.4332	0.2054	0.2388	57	8	0.0	0.0	0.0526	0.0526	0.1404	0.0526	0.0	0.0526	0.0702	0.0526	0.0351	0.0	0.1053	1.0000	0.0	0.3000	0.0526	0.1404	0.2000	0.0	0.1500	0.0702	0.1000	0.4000	0.0	0.1053	0.0151	0.0080	0.0011	0.1404	0.1404	1.0000	1.0000	1.0000	
522	0.1153	0.0	0.1000	0.0400	0.0060	0.0667	0.0	0.1500	0.0200	0.1333	0.0000	0.0	0.0120	0.1127	0.0000	0.0000	0.1739	0.1739	0.1739	0.1739	0.1739	0.1739	0.1739	0.0128	0.0128	0.0128	0.0128	0.0988	0.3381	0.0699	0.2857	0.3381	0.0699	0.2350	0.2857	0.2857	0.0000	0.3381	0.2277	6	6	0.0	0.0	0.1667	0.6667	1.0000	0.1667	0.0	0.5000	0.6667	0.6667	0.0000	0.0	1.0000	0.1111	0.0	0.1667	0.6667	1.0000	0.1667	0.0	0.5000	0.6667	0.6667	0.0000	0.0	1.0000	0.0119	0.0060	0.0060	1.0000	1.0000	0.0000	1.0000	0.0000	
523	0.0628	0.0	0.0000	0.0100	0.0450	0.0000	0.0	0.0000	0.1200	0.0000	0.0000	0.0	0.0780	0.0951	0.0127	0.2426	0.1256	0.1256	0.1256	0.1256	0.1119	0.0769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0485	0.2781	0.0000	0.0073	0.2781	0.0000	0.0000	0.1472	0.0000	0.0000	0.2396	0.2005	79	45	0.0	0.0	0.0000	0.0127	0.5696	0.0000	0.0	0.0000	0.3038	0.0000	0.0000	0.0	0.4937	0.0238	0.0	0.0000	0.0127	0.5696	0.0000	0.0	0.0000	0.3038	0.0000	0.0000	0.0	0.4937	0.0834	0.0450	0.0256	0.5696	0.5696	0.0000	0.0000	0.0000	
524	0.1468	0.0	0.3000	0.1000	0.0220	0.3333	0.0	0.2500	0.0500	0.2000	0.4000	0.0	0.0320	0.3007	0.1714	0.1380	1.0000	0.3333	0.1296	0.0529	0.0350	0.0350	0.0285	0.0000	0.0000	0.0000	0.0000	0.1064	0.4224	0.2616	0.3112	0.4224	0.3487	0.3038	0.3112	0.2663	0.2817	0.3698	0.3771	35	22	0.0	0.0	0.0857	0.2857	0.6286	0.1429	0.0	0.1429	0.2857	0.1714	0.0571	0.0	0.4571	1.0000	0.0	0.3000	0.2857	0.6286	0.3333	0.0	0.2500	0.2857	0.2000	0.4000	0.0	0.4571	0.0425	0.0220	0.0138	0.6286	0.6286	1.0000	1.0000	1.0000	
525	0.1328	0.0	0.0000	0.1500	0.0310	0.0667	0.0	0.1000	0.1100	0.2000	0.0000	0.0	0.0540	0.1909	0.2439	0.1904	0.2619	0.2619	0.2619	0.2500	0.1696	0.1364	0.0708	0.0487	0.0000	0.0000	0.0000	0.1095	0.4073	0.0000	0.2512	0.4073	0.0321	0.0527	0.3238	0.1144	0.0000	0.3762	0.2841	41	31	0.0	0.0	0.0000	0.3659	0.7561	0.0244	0.0	0.0488	0.5366	0.1463	0.0000	0.0	0.6585	0.0833	0.0	0.0000	0.3659	0.7561	0.0667	0.0	0.1000	0.5366	0.2000	0.0000	0.0	0.6585	0.0596	0.0310	0.0234	0.7561	0.7561	0.0000	0.0000	0.0000	
526	0.0808	0.0	0.0000	0.0800	0.0480	0.0000	0.0	0.0000	0.0900	0.0333	0.0000	0.0	0.0560	0.1965	0.1020	0.0433	0.1282	0.1282	0.1159	0.1159	0.0985	0.0661	0.0603	0.0586	0.0586	0.0586	0.0000	0.0751	0.4617	0.0000	0.0979	0.4617	0.0000	0.0000	0.1959	0.0122	0.0000	0.2955	0.2577	49	48	0.0	0.0	0.0000	0.1633	0.9796	0.0000	0.0	0.0000	0.3673	0.0204	0.0000	0.0	0.5714	0.0476	0.0	0.0000	0.1633	0.9796	0.0000	0.0	0.0000	0.3673	0.0333	0.0000	0.0	0.5714	0.0915	0.0480	0.0470	0.9796	0.9796	0.0000	0.0000	0.0000	
527	0.2408	0.0	0.8000	0.2300	0.0680	0.8000	0.0	0.7000	0.1400	0.5333	0.6000	0.0	0.0840	0.4402	0.2366	0.2648	0.8333	0.8333	0.4872	0.1728	0.1022	0.0819	0.0689	0.0688	0.0000	0.0000	0.0000	0.1990	0.5501	0.5541	0.3309	0.5501	0.5872	0.5663	0.3601	0.5074	0.2574	0.4359	0.4791	93	68	0.0	0.0	0.0860	0.2473	0.7312	0.1290	0.0	0.1505	0.3011	0.1720	0.0323	0.0	0.4516	0.5000	0.0	0.8000	0.2473	0.7312	0.8000	0.0	0.7000	0.3011	0.5333	0.6000	0.0	0.4516	0.1244	0.0680	0.0497	0.7312	0.7312	0.0000	1.0000	1.0000	
528	0.3958	0.0	0.2000	0.0500	0.0050	0.1333	0.0	0.1000	0.0250	0.0667	0.4000	0.0	0.0100	0.8089	0.3333	0.3333	1.0000	1.0000	1.0000	1.0000	0.0857	0.0857	0.0690	0.0568	0.0568	0.0000	0.0000	0.3686	0.7658	0.6609	0.7658	0.7658	0.6609	0.6609	0.7658	0.6609	0.7123	0.7658	0.8277	6	5	0.0	0.0	0.3333	0.8333	0.8333	0.3333	0.0	0.3333	0.8333	0.3333	0.3333	0.0	0.8333	1.0000	0.0	0.3333	0.8333	0.8333	0.3333	0.0	0.3333	0.8333	0.3333	0.4000	0.0	0.8333	0.0099	0.0050	0.0042	0.8333	0.8333	1.0000	1.0000	1.0000	
529	0.3177	0.0	0.5000	0.2200	0.0350	0.4667	0.0	0.5000	0.1300	0.4667	0.4000	0.0	0.0660	0.4272	0.3846	0.3261	0.6667	0.5833	0.5556	0.5455	0.3902	0.3387	0.1875	0.1346	0.0930	0.0000	0.0000	0.3009	0.6178	0.3962	0.4912	0.6178	0.3996	0.4524	0.5348	0.4428	0.2227	0.6012	0.4826	39	35	0.0	0.0	0.1282	0.5641	0.8974	0.1795	0.0	0.2564	0.6667	0.3590	0.0513	0.0	0.8462	0.5000	0.0	0.5000	0.5641	0.8974	0.4667	0.0	0.5000	0.6667	0.4667	0.4000	0.0	0.8462	0.0674	0.0350	0.0314	0.8974	0.8974	0.0000	1.0000	1.0000	
530	0.3582	0.0	0.8000	0.4800	0.0910	0.8000	0.0	0.7000	0.2850	0.6000	0.8000	0.0	0.1460	0.5403	0.4032	0.3863	1.0000	0.8235	0.6190	0.5588	0.4505	0.2470	0.1410	0.1001	0.0000	0.0000	0.0000	0.3228	0.6409	0.5549	0.5180	0.6409	0.6166	0.6169	0.5024	0.5824	0.4586	0.5728	0.5821	124	91	0.0	0.0	0.0645	0.3871	0.7339	0.0968	0.0	0.1129	0.4597	0.1452	0.0323	0.0	0.5887	1.0000	0.0	0.8000	0.4800	0.7339	0.8000	0.0	0.7000	0.4597	0.6000	0.8000	0.0	0.5887	0.1619	0.0910	0.0668	0.7339	0.7339	1.0000	1.0000	1.0000	
532	0.2616	0.0	0.6000	0.1400	0.0320	0.4667	0.0	0.4000	0.0850	0.3000	0.6000	0.0	0.0500	0.4232	0.2941	0.2405	1.0000	0.6667	0.5000	0.1964	0.1728	0.1214	0.0675	0.0549	0.0527	0.0451	0.0000	0.2287	0.6057	0.4896	0.4234	0.6057	0.4427	0.4393	0.4690	0.3789	0.3424	0.5451	0.4902	34	32	0.0	0.0	0.1765	0.4118	0.9412	0.2059	0.0	0.2353	0.5000	0.2647	0.0882	0.0	0.7353	1.0000	0.0	0.6000	0.4118	0.9412	0.4667	0.0	0.4000	0.5000	0.3000	0.6000	0.0	0.7353	0.0717	0.0373	0.0351	0.9412	0.9412	1.0000	1.0000	1.0000	
533	0.2371	0.0	0.9000	0.2100	0.0430	0.8000	0.0	0.6500	0.1350	0.4333	0.8000	0.0	0.0780	0.6276	0.2597	0.2107	1.0000	0.9167	0.3077	0.1908	0.1088	0.0837	0.0000	0.0000	0.0000	0.0000	0.0000	0.2165	0.5921	0.8501	0.4590	0.5921	0.8180	0.7513	0.4987	0.6298	0.7840	0.5722	0.6123	77	43	0.0	0.0	0.1169	0.2727	0.5584	0.1558	0.0	0.1688	0.3506	0.1688	0.0519	0.0	0.5065	1.0000	0.0	0.9000	0.2727	0.5584	0.8000	0.0	0.6500	0.3506	0.4333	0.8000	0.0	0.5065	0.0799	0.0430	0.0240	0.5584	0.5584	1.0000	1.0000	1.0000	
534	0.0049	0.0	0.0000	0.0100	0.0030	0.0000	0.0	0.0000	0.0050	0.0000	0.0000	0.0	0.0060	0.0323	0.0000	0.0000	0.0167	0.0167	0.0105	0.0105	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0044	0.0968	0.0000	0.0302	0.0968	0.0000	0.0000	0.0302	0.0000	0.0000	0.0968	0.0857	8	3	0.0	0.0	0.0000	0.1250	0.3750	0.0000	0.0	0.0000	0.1250	0.0000	0.0000	0.0	0.3750	0.0167	0.0	0.0000	0.1250	0.3750	0.0000	0.0	0.0000	0.1250	0.0000	0.0000	0.0	0.3750	0.0060	0.0030	0.0011	0.3750	0.3750	0.0000	0.0000	0.0000	
535	0.0455	0.0	0.1000	0.0800	0.0160	0.2000	0.0	0.1500	0.0450	0.1667	0.2000	0.0	0.0220	0.1189	0.1522	0.0931	0.2500	0.1923	0.0358	0.0223	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0362	0.2230	0.0777	0.1456	0.2230	0.1386	0.1183	0.1557	0.1357	0.1091	0.1741	0.2024	46	16	0.0	0.0	0.0217	0.1739	0.3478	0.0652	0.0	0.0652	0.1957	0.1087	0.0217	0.0	0.2391	0.2500	0.0	0.1000	0.1739	0.3478	0.2000	0.0	0.1500	0.1957	0.1667	0.2000	0.0	0.2391	0.0306	0.0160	0.0056	0.3478	0.3478	0.0000	1.0000	1.0000	
536	0.1313	0.0	0.1000	0.1000	0.0150	0.1333	0.0	0.1000	0.0600	0.2000	0.2000	0.0	0.0280	0.1663	0.1053	0.0776	0.3333	0.2143	0.2143	0.2143	0.2045	0.1724	0.0628	0.0282	0.0000	0.0000	0.0000	0.1179	0.3992	0.0902	0.3029	0.3992	0.1135	0.0997	0.3566	0.2093	0.1266	0.3862	0.2893	19	15	0.0	0.0	0.0526	0.5263	0.7895	0.1053	0.0	0.1053	0.6316	0.3158	0.0526	0.0	0.7368	0.3333	0.0	0.1000	0.5263	0.7895	0.1333	0.0	0.1053	0.6316	0.3158	0.2000	0.0	0.7368	0.0294	0.0150	0.0118	0.7895	0.7895	0.0000	1.0000	1.0000	
537	0.0070	0.0	0.0000	0.0000	0.0080	0.0000	0.0	0.0000	0.0200	0.0000	0.0000	0.0	0.0080	0.0460	0.0000	0.0000	0.0267	0.0267	0.0119	0.0119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.1381	0.0000	0.0000	0.1381	0.0000	0.0000	0.0960	0.0000	0.0000	0.0960	0.1240	25	8	0.0	0.0	0.0000	0.0000	0.3200	0.0000	0.0	0.0000	0.1600	0.0000	0.0000	0.0	0.1600	0.0078	0.0	0.0000	0.0000	0.3200	0.0000	0.0	0.0000	0.1600	0.0000	0.0000	0.0	0.1600	0.0156	0.0080	0.0026	0.3200	0.3200	0.0000	0.0000	0.0000	
538	0.4026	0.0	0.2000	0.0200	0.0020	0.1333	0.0	0.1000	0.0100	0.0667	0.2000	0.0	0.0040	0.4890	0.5000	0.2500	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.2857	0.2857	0.2857	0.2857	0.2857	0.3929	0.5912	0.5912	0.5912	0.5912	0.5912	0.5912	0.5912	0.5912	0.3869	0.5912	0.4890	2	2	0.0	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	0.5000	0.0	1.0000	0.5000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	0.5000	0.0	1.0000	0.0050	0.0025	0.0025	1.0000	1.0000	0.0000	1.0000	1.0000	
539	0.1901	0.0	0.3000	0.0800	0.0270	0.2000	0.0	0.2500	0.0600	0.1667	0.6000	0.0	0.0440	0.6005	0.1724	0.1403	1.0000	0.6000	0.1364	0.0694	0.0659	0.0533	0.0533	0.0473	0.0375	0.0285	0.0000	0.1524	0.6282	0.5514	0.4149	0.6282	0.4544	0.4480	0.4668	0.3668	0.7435	0.5787	0.5545	29	27	0.0	0.0	0.1034	0.2759	0.9310	0.1034	0.0	0.1724	0.4138	0.1724	0.1034	0.0	0.7586	1.0000	0.0	0.3000	0.2759	0.9310	0.2000	0.0	0.2500	0.4138	0.1724	0.6000	0.0	0.7586	0.0525	0.0270	0.0251	0.9310	0.9310	1.0000	1.0000	1.0000	
540	0.1139	0.0	0.1000	0.0300	0.0110	0.0667	0.0	0.0500	0.0200	0.0333	0.2000	0.0	0.0200	0.3250	0.0833	0.0833	1.0000	0.0435	0.0370	0.0280	0.0255	0.0255	0.0255	0.0255	0.0234	0.0187	0.0000	0.1057	0.4536	0.2201	0.2626	0.4536	0.1964	0.1964	0.2900	0.1964	0.3392	0.4323	0.4115	12	11	0.0	0.0	0.0833	0.2500	0.9167	0.0833	0.0	0.0833	0.3333	0.0833	0.0833	0.0	0.8333	1.0000	0.0	0.1000	0.2500	0.9167	0.0833	0.0	0.0833	0.3333	0.0833	0.2000	0.0	0.8333	0.0217	0.0110	0.0101	0.9167	0.9167	1.0000	1.0000	1.0000	
541	0.2847	0.0	0.7000	0.5200	0.2130	0.6667	0.0	0.6500	0.4750	0.5333	0.6000	0.0	0.3420	0.4753	0.3548	0.4810	1.0000	0.5789	0.5789	0.3742	0.3690	0.2308	0.0000	0.0000	0.0000	0.0000	0.0000	0.2475	0.5403	0.5566	0.5151	0.5403	0.5632	0.5683	0.4859	0.5165	0.4653	0.4632	0.5086	372	213	0.0	0.0	0.0188	0.1398	0.5726	0.0269	0.0	0.0349	0.2554	0.0430	0.0081	0.0	0.4597	1.0000	0.0	0.7000	0.5200	0.5726	0.6667	0.0	0.6500	0.4750	0.5333	0.6000	0.0	0.4597	0.3105	0.2130	0.1220	0.5726	0.5726	1.0000	1.0000	1.0000	
542	0.0004	0.0	0.0000	0.0000	0.0030	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0040	0.0119	0.0000	0.0000	0.0048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0356	0.0000	0.0000	0.0356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0189	0.0345	38	3	0.0	0.0	0.0000	0.0000	0.0789	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0526	0.0045	0.0	0.0000	0.0000	0.0789	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0526	0.0058	0.0030	0.0002	0.0789	0.0789	0.0000	0.0000	0.0000	
543	0.0002	0.0	0.0000	0.0000	0.0010	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0020	0.0073	0.0000	0.0000	0.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0146	0.0000	0.0000	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0146	0.0146	24	1	0.0	0.0	0.0000	0.0000	0.0417	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0417	0.0025	0.0	0.0000	0.0000	0.0417	0.0000	0.0	0.0000	0.0000	0.0000	0.0000	0.0	0.0417	0.0020	0.0010	0.0000	0.0417	0.0417	0.0000	0.0000	0.0000	
544	0.5755	0.0	0.7000	0.8100	0.2940	0.8000	0.0	0.8000	0.6850	0.8333	0.8000	0.0	0.4340	0.6343	0.5586	0.6594	1.0000	0.8519	0.8137	0.7597	0.7081	0.6318	0.5200	0.4158	0.3355	0.2945	0.0000	0.5573	0.7942	0.4727	0.5831	0.7942	0.5461	0.5545	0.5840	0.5994	0.4152	0.6466	0.6360	324	294	0.0	0.0	0.0216	0.2500	0.9074	0.0370	0.0	0.0494	0.4228	0.0772	0.0123	0.0	0.6698	1.0000	0.0	0.7000	0.8100	0.9074	0.8000	0.0	0.8000	0.6850	0.8333	0.8000	0.0	0.6698	0.4441	0.2940	0.2668	0.9074	0.9074	1.0000	1.0000	1.0000	
545	0.2768	0.0	0.3000	0.1900	0.0280	0.3333	0.0	0.3000	0.1200	0.3333	0.4000	0.0	0.0540	0.4749	0.3438	0.2578	1.0000	0.3750	0.3750	0.3548	0.3171	0.1980	0.1980	0.1333	0.0932	0.0000	0.0000	0.2524	0.6484	0.4252	0.5286	0.6484	0.4194	0.3820	0.6036	0.3794	0.5531	0.6367	0.5461	32	28	0.0	0.0	0.0938	0.5938	0.8750	0.1562	0.0	0.1875	0.7500	0.3125	0.0625	0.0	0.8438	1.0000	0.0	0.3000	0.5938	0.8750	0.3333	0.0	0.3000	0.7500	0.3333	0.4000	0.0	0.8438	0.0543	0.0280	0.0245	0.8750	0.8750	1.0000	1.0000	1.0000	
546	0.0924	0.0	0.2000	0.1100	0.0250	0.1333	0.0	0.1000	0.1050	0.1667	0.0000	0.0	0.0460	0.1728	0.1389	0.0741	0.2000	0.1667	0.1379	0.1364	0.1364	0.1364	0.1023	0.0000	0.0000	0.0000	0.0000	0.0805	0.3786	0.1335	0.2196	0.3786	0.1115	0.0972	0.3422	0.1542	0.0000	0.3616	0.2847	36	25	0.0	0.0	0.0556	0.3056	0.6944	0.0556	0.0	0.0556	0.5833	0.1389	0.0000	0.0	0.6389	0.1111	0.0	0.2000	0.3056	0.6944	0.1333	0.0	0.1000	0.5833	0.1667	0.0000	0.0	0.6389	0.0483	0.0250	0.0174	0.6944	0.6944	0.0000	1.0000	0.0000	
547	0.1234	0.0	0.1000	0.2500	0.0960	0.1333	0.0	0.1500	0.1950	0.1333	0.0000	0.0	0.1420	0.3329	0.2014	0.1739	0.2857	0.2857	0.2071	0.1721	0.1451	0.1423	0.1197	0.0000	0.0000	0.0000	0.0000	0.1143	0.4753	0.0636	0.2210	0.4753	0.0969	0.1154	0.2395	0.1122	0.0000	0.3781	0.3553	144	96	0.0	0.0	0.0069	0.1736	0.6667	0.0139	0.0	0.0208	0.2708	0.0278	0.0000	0.0	0.4931	0.1000	0.0	0.1000	0.2500	0.6667	0.1333	0.0	0.1500	0.2708	0.1333	0.0000	0.0	0.4931	0.1678	0.0960	0.0640	0.6667	0.6667	0.0000	1.0000	0.0000	
548	0.4545	0.0	0.2000	0.0200	0.0020	0.1333	0.0	0.1000	0.0100	0.0667	0.4000	0.0	0.0040	0.5055	0.5000	0.2500	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.4000	0.4000	0.4000	0.4000	0.4000	0.4500	0.6241	0.6241	0.6241	0.6241	0.6241	0.6241	0.6241	0.6241	0.6241	0.6241	0.5055	2	2	0.0	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	0.5000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	1.0000	1.0000	1.0000	0.0	1.0000	0.0040	0.0020	0.0020	1.0000	1.0000	0.0000	1.0000	1.0000	
549	0.2282	0.0	0.5000	0.3100	0.2460	0.4667	0.0	0.4500	0.2900	0.4333	0.6000	0.0	0.3160	0.3824	0.3297	0.3299	0.6000	0.3362	0.3362	0.3362	0.3239	0.2994	0.2783	0.0000	0.0000	0.0000	0.0000	0.2116	0.5555	0.3375	0.2879	0.5555	0.3281	0.3395	0.2620	0.3415	0.3621	0.3930	0.4308	367	246	0.0	0.0	0.0136	0.0845	0.6703	0.0191	0.0	0.0245	0.1580	0.0354	0.0082	0.0	0.4305	0.3333	0.0	0.5000	0.3100	0.6703	0.4667	0.0	0.4500	0.2900	0.4333	0.6000	0.0	0.4305	0.3599	0.2460	0.1649	0.6703	0.6703	0.0000	1.0000	1.0000	
550	0.0768	0.0	0.2000	0.0600	0.0260	0.2000	0.0	0.2000	0.0700	0.1333	0.4000	0.0	0.0440	0.1960	0.1000	0.0800	0.5000	0.1667	0.0795	0.0561	0.0430	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0475	0.2778	0.2240	0.1413	0.2778	0.2173	0.1976	0.2085	0.1519	0.3452	0.2567	0.2561	60	26	0.0	0.0	0.0333	0.1000	0.4333	0.0500	0.0	0.0667	0.2333	0.0667	0.0333	0.0	0.3667	0.5000	0.0	0.2000	0.1000	0.4333	0.2000	0.0	0.2000	0.2333	0.1333	0.4000	0.0	0.3667	0.0491	0.0260	0.0113	0.4333	0.4333	0.0000	1.0000	1.0000	

